parent,label,date,lon,lat,confirmed,recovered,deaths
global,Griechenland,2020-03-04,21.8243,39.0742,9,0,0
Kanada,British Columbia,2020-03-04,-127.6476,53.7267,12,3,0
global,Spanien,2020-03-04,-3.7492,40.4637,222,2,2
China,Tianjin,2020-03-04,117.322972903268,39.3053612117002,136,124,3
global,Taiwan,2020-03-04,121,23.7,42,12,1
China,Hong Kong,2020-03-04,114.2,22.3,105,37,2
global,Rumänien,2020-03-04,24.9668,45.9432,4,1,0
China,Hebei,2020-03-04,114.5149,38.0428,318,301,6
China,Henan,2020-03-04,113.613964115943,33.8820061472366,1272,1234,22
China,Zhejiang,2020-03-04,120.093412774886,29.1831892798285,1213,1114,1
China,Sichuan,2020-03-04,102.710322085654,30.6171383897493,538,406,3
global,Malaysia,2020-03-04,101.9758,4.2105,50,22,0
global,Chile,2020-03-04,-71.543,-35.6751,1,0,0
global,Katar,2020-03-04,51.1839,25.3548,8,0,0
global,Nordmazedonien,2020-03-04,21.7453,41.6086,1,0,0
global,Norwegen,2020-03-04,8.4689,60.472,56,0,0
global,Kambodscha,2020-03-04,104.991,12.5657,1,1,0
global,Singapur,2020-03-04,103.8198,1.3521,110,78,0
China,Macau,2020-03-04,113.55,22.166667,10,9,0
global,Vietnam,2020-03-04,108.2772,14.0583,16,16,0
global,Nepal,2020-03-04,84.124,28.3949,1,1,0
USA,New Hampshire,2020-03-05,-71.563896,43.452492,2,0,0
USA,Washington,2020-03-05,-121.490494,47.400902,70,1,11
USA,Texas,2020-03-05,-97.563461,31.054487,3,0,0
USA,Nevada,2020-03-05,-117.055374,38.313515,1,0,0
USA,Florida,2020-03-05,-81.686783,27.766279,3,0,0
global,Schweden,2020-03-05,18.6435,60.1282,94,0,0
USA,Oregon,2020-03-05,-122.070938,44.572021,3,0,0
USA,Arizona,2020-03-05,-111.431221,33.729759,1,1,0
USA,Massachusetts,2020-03-05,-71.530106,42.230171,2,1,0
USA,Rhode Island,2020-03-05,-71.51178,41.680893,2,0,0
USA,California,2020-03-05,-119.681564,36.116203,51,2,1
USA,Georgia,2020-03-05,-83.643074,33.040619,2,0,0
USA,New Jersey,2020-03-05,-74.521011,40.298904,2,0,0
USA,New York,2020-03-05,-74.948051,42.165726,23,0,0
USA,Tennessee,2020-03-05,-86.692345,35.747845,1,0,0
USA,North Carolina,2020-03-05,-79.806419,35.630066,1,0,0
USA,Illinois,2020-03-05,-88.986137,40.349457,5,2,0
Australien,Northern Territory,2020-03-05,130.8456,-12.4634,1,0,0
China,Yunnan,2020-03-05,101.486994477533,24.9740090515417,174,169,2
global,Nepal,2020-03-05,84.124,28.3949,1,1,0
global,Vietnam,2020-03-05,108.2772,14.0583,16,16,0
global,Singapur,2020-03-05,103.8198,1.3521,117,78,0
global,Norwegen,2020-03-05,8.4689,60.472,87,0,0
global,Chile,2020-03-05,-71.543,-35.6751,4,0,0
global,Nordmazedonien,2020-03-05,21.7453,41.6086,1,0,0
China,Henan,2020-03-05,113.613964115943,33.8820061472366,1272,1239,22
China,Zhejiang,2020-03-05,120.093412774886,29.1831892798285,1215,1124,1
global,Argentinien,2020-03-05,-63.6167,-38.4161,1,0,0
global,Rumänien,2020-03-05,24.9668,45.9432,6,1,0
global,Malaysia,2020-03-05,101.9758,4.2105,50,22,0
global,Jordanien,2020-03-05,36.2384,30.5852,1,0,0
global,Afghanistan,2020-03-05,67.71,33.9391,1,0,0
global,Taiwan,2020-03-05,121,23.7,44,12,1
global,Griechenland,2020-03-05,21.8243,39.0742,31,0,0
Kanada,British Columbia,2020-03-05,-127.6476,53.7267,13,3,0
Australien,South Australia,2020-03-05,138.6007,-34.9285,5,2,0
global,Russland,2020-03-05,105.3188,61.524,4,2,0
global,Estland,2020-03-05,25.0136,58.5953,3,0,0
global,Spanien,2020-03-05,-3.7492,40.4637,259,2,3
global,San Marino,2020-03-05,12.4578,43.9424,21,0,1
China,Hunan,2020-03-05,111.708835644484,27.6104072903766,1018,938,4
China,Shaanxi,2020-03-05,108.870143735105,35.1916533064219,245,224,1
China,Guangdong,2020-03-05,113.424401710676,23.3417337092088,1351,1181,7
global,Senegal,2020-03-05,-14.4524,14.4974,4,0,0
Australien,New South Wales,2020-03-05,151.2093,-33.8688,22,4,1
global,Oman,2020-03-05,55.9754,21.4735,16,2,0
global,Georgien,2020-03-05,43.3569,42.3154,4,0,0
China,Ningxia,2020-03-05,106.165455205247,37.2692274353319,75,69,0
global,Ukraine,2020-03-05,31.1656,48.3794,1,0,0
Deutschland,Baden-Württemberg,2020-03-05,9.147687,48.606091,73,0,0
global,Belarus,2020-03-05,27.9534,53.7098,6,0,0
Australien,Victoria,2020-03-05,144.9631,-37.8136,10,7,0
China,Hainan,2020-03-05,109.745335576195,19.1958639124575,168,158,6
Deutschland,Bayern,2020-03-05,11.658165,48.768814,70,14,0
Deutschland,Berlin,2020-03-05,13.40732,52.52045,13,0,0
Deutschland,Brandenburg,2020-03-05,14.124409,52.073056,1,0,0
China,Anhui,2020-03-05,117.226363790413,31.8257120511073,990,970,6
global,Brasilien,2020-03-05,-51.9253,-14.235,4,0,0
global,Island,2020-03-05,-19.0208,64.9631,34,0,0
global,Österreich,2020-03-05,14.5501,47.5162,41,0,0
China,Shanxi,2020-03-05,112.292191181538,37.5776849568384,133,126,0
global,Dominikanische Republik,2020-03-05,-70.1627,18.7357,1,0,0
China,Peking (Beijing),2020-03-05,116.414172956705,40.1823809324133,418,297,8
global,Schweiz,2020-03-05,8.2275,46.8182,114,3,1
China,Tibet,2020-03-05,88.0924318966888,31.6927165373017,1,1,0
global,Vereinigte Arabische Emirate,2020-03-05,53.8478,23.4241,29,5,0
global,Finnland,2020-03-05,25.7482,61.9241,12,1,0
global,Indonesien,2020-03-05,113.9213,-0.7893,2,0,0
global,Armenien,2020-03-05,45.0382,40.0691,1,0,0
China,Gansu,2020-03-05,103.8343,36.0611,102,87,2
global,Algerien,2020-03-05,1.6596,28.0339,12,0,0
global,Sri Lanka,2020-03-05,80.7718,7.8731,1,1,0
China,Shanghai,2020-03-05,121.449111848821,31.2019853691089,339,303,3
global,Dänemark,2020-03-05,9.5018,56.2639,10,0,0
China,Hubei (Wuhan),2020-03-05,112.270692167452,30.9756403482891,67466,40592,2902
global,Aserbaidschan,2020-03-05,47.5769,40.1431,6,0,0
global,Kroatien,2020-03-05,15.2,45.1,10,0,0
Frankreich,Saint Barthélemy,2020-03-05,-62.8333,17.9,3,0,0
global,Portugal,2020-03-05,-8.2245,39.3999,8,0,0
China,Heilongjiang,2020-03-05,127.761544149451,47.8619962256745,481,379,13
Dänemark,Färöer,2020-03-05,-6.9118,61.8926,1,0,0
global,Ägypten,2020-03-05,30.8025,26.8206,3,1,0
global,Ecuador,2020-03-05,-78.1834,-1.8312,13,0,0
global,Iran,2020-03-05,53.688,32.4279,3513,739,107
global,Südafrika,2020-03-05,22.9375,-30.5595,1,0,0
global,Philippinen,2020-03-05,121.774,12.8797,3,1,1
China,Hong Kong,2020-03-05,114.2,22.3,105,43,2
global,Andorra,2020-03-05,1.5218,42.5063,1,0,0
Großbritannien,Gibraltar,2020-03-05,-5.3536,36.1408,1,0,0
global,Kambodscha,2020-03-05,104.991,12.5657,1,1,0
global,Slowenien,2020-03-05,14.9955,46.1512,2,0,0
China,Sichuan,2020-03-05,102.710322085654,30.6171383897493,539,425,3
global,Katar,2020-03-05,51.1839,25.3548,8,0,0
China,Hebei,2020-03-05,114.5149,38.0428,318,304,6
China,Macau,2020-03-05,113.55,22.166667,10,9,0
China,Tianjin,2020-03-05,117.322972903268,39.3053612117002,136,128,3
global,Monaco,2020-03-05,7.4246,43.7384,1,0,0
global,Bosnien und Herzegowina,2020-03-05,17.6791,43.9159,2,0,0
China,Liaoning,2020-03-05,122.60854186375,41.2956478642686,125,106,1
Australien,Queensland,2020-03-05,153.4,-28.0167,13,8,0
global,Kuwait,2020-03-05,47.4818,29.3117,58,0,0
global,Indien,2020-03-05,78.9629,20.5937,30,3,0
Australien,Tasmania,2020-03-05,145.9707,-41.4545,1,0,0
global,Tunesien,2020-03-05,9.5375,33.8869,1,0,0
global,Lettland,2020-03-05,24.6032,56.8796,1,0,0
China,Chongqing,2020-03-05,107.87398583171,30.0571758751839,576,512,6
global,Israel,2020-03-05,34.8516,31.0461,20,1,0
global,Großbritannien,2020-03-05,-3.436,55.3781,115,8,1
global,Luxemburg,2020-03-05,6.1296,49.8153,1,0,0
China,Fujian,2020-03-05,117.987371739429,26.0788658351203,296,277,1
China,Guizhou,2020-03-05,106.874783781561,26.8153610246946,146,114,2
global,Irland,2020-03-05,-7.6921,53.1424,6,0,0
global,Südkorea,2020-03-05,127.7669,35.9078,6088,41,35
global,Polen,2020-03-05,19.1451,51.9194,1,0,0
China,Jilin,2020-03-05,126.192329763813,43.6661021395126,93,88,1
global,Italien,2020-03-05,12.5674,41.8719,3858,414,148
China,Jiangsu,2020-03-05,119.45501030983,32.9710980851278,631,583,0
Kanada,Ontario,2020-03-05,-85.3232,51.2538,22,3,0
global,Pakistan,2020-03-05,69.3451,30.3753,5,0,0
global,Tschechien,2020-03-05,15.473,49.8175,12,0,0
global,Liechtenstein,2020-03-05,9.5554,47.166,1,0,0
global,Belgien,2020-03-05,4.4699,50.5039,50,1,0
global,Marokko,2020-03-05,-7.0926,31.7917,2,0,0
Australien,Western Australia,2020-03-05,115.8605,-31.9505,3,0,1
global,Thailand,2020-03-05,100.9925,15.87,47,31,1
Kanada,Quebec,2020-03-05,-73.5491,52.9399,2,0,0
global,Japan,2020-03-05,138.2529,36.2048,360,43,6
China,Shandong,2020-03-05,118.149838795037,36.3426714789712,758,578,6
global,Bahrain,2020-03-05,50.5577,26.0667,55,0,0
China,Guangxi,2020-03-05,108.78812722508,23.8298403568635,252,214,2
global,Nigeria,2020-03-05,8.6753,9.082,1,0,0
global,Libanon,2020-03-05,35.8623,33.8547,16,1,0
Deutschland,Repatriierte,2020-03-05,null,null,2,2,0
Deutschland,Thüringen,2020-03-05,11.004142,50.894378,1,0,0
China,Xinjiang,2020-03-05,85.240102435218,41.1128513419168,76,70,3
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-05,139.6649,35.4498,751,10,6
global,Neuseeland,2020-03-05,174.886,-40.9006,3,0,0
global,Saudiarabien,2020-03-05,45.0792,23.8859,5,0,0
Deutschland,Schleswig-Holstein,2020-03-05,9.713017,54.1882542,7,0,0
Deutschland,Sachsen,2020-03-05,13.349228,51.022904,1,0,0
global,Irak,2020-03-05,43.6793,33.2232,35,0,2
China,Jiangxi,2020-03-05,115.722093542185,27.614008270636,935,901,1
Deutschland,Saarland,2020-03-05,6.961042,49.41788,1,0,0
Deutschland,Rheinland-Pfalz,2020-03-05,7.269307,50.104033,8,0,0
global,Mexiko,2020-03-05,-102.5528,23.6345,5,1,0
Deutschland,Nordrhein-Westfalen,2020-03-05,7.385313,51.510157,181,0,0
China,Qinghai,2020-03-05,95.9955784711286,35.7452031801411,18,18,0
global,Frankreich,2020-03-05,2.2137,46.2276,377,12,6
global,Niederlande,2020-03-05,5.2913,52.1326,82,0,0
Deutschland,Niedersachsen,2020-03-05,9.944255,52.518203,18,0,0
China,Innere Mongolei,2020-03-05,113.944789458154,44.0935009913267,75,65,1
global,Ungarn,2020-03-05,19.5033,47.1625,2,0,0
global,Litauen,2020-03-05,23.8813,55.1694,1,0,0
Deutschland,Mecklenburg-Vorpommern,2020-03-05,12.708563,53.810625,4,0,0
Deutschland,Hessen,2020-03-05,9.217535,50.758489,14,0,0
Deutschland,Hamburg,2020-03-05,10.007046,53.576158,5,0,0
Deutschland,Bremen,2020-03-05,8.731851,53.029599,3,0,0
USA,North Carolina,2020-03-06,-79.806419,35.630066,2,0,0
China,Macau,2020-03-06,113.55,22.166667,10,10,0
China,Sichuan,2020-03-06,102.710322085654,30.6171383897493,539,442,3
global,Senegal,2020-03-06,-14.4524,14.4974,4,0,0
China,Tianjin,2020-03-06,117.322972903268,39.3053612117002,136,128,3
global,Katar,2020-03-06,51.1839,25.3548,8,0,0
China,Hebei,2020-03-06,114.5149,38.0428,318,305,6
global,Saudiarabien,2020-03-06,45.0792,23.8859,5,0,0
global,Frankreich,2020-03-06,2.2137,46.2276,653,12,9
global,Andorra,2020-03-06,1.5218,42.5063,1,0,0
global,Monaco,2020-03-06,7.4246,43.7384,1,0,0
global,San Marino,2020-03-06,12.4578,43.9424,21,0,1
global,Niederlande,2020-03-06,5.2913,52.1326,128,0,1
global,Ungarn,2020-03-06,19.5033,47.1625,2,0,0
global,Bosnien und Herzegowina,2020-03-06,17.6791,43.9159,2,0,0
global,Argentinien,2020-03-06,-63.6167,-38.4161,2,0,0
global,Kuwait,2020-03-06,47.4818,29.3117,58,0,0
China,Liaoning,2020-03-06,122.60854186375,41.2956478642686,125,106,1
Australien,Queensland,2020-03-06,153.4,-28.0167,13,8,0
China,Innere Mongolei,2020-03-06,113.944789458154,44.0935009913267,75,65,1
China,Yunnan,2020-03-06,101.486994477533,24.9740090515417,174,170,2
global,Litauen,2020-03-06,23.8813,55.1694,1,0,0
Australien,Tasmania,2020-03-06,145.9707,-41.4545,1,0,0
global,Tunesien,2020-03-06,9.5375,33.8869,1,0,0
China,Zhejiang,2020-03-06,120.093412774886,29.1831892798285,1215,1147,1
global,Spanien,2020-03-06,-3.7492,40.4637,400,2,5
global,Indien,2020-03-06,78.9629,20.5937,31,3,0
Australien,South Australia,2020-03-06,138.6007,-34.9285,7,2,0
China,Chongqing,2020-03-06,107.87398583171,30.0571758751839,576,513,6
global,Lettland,2020-03-06,24.6032,56.8796,1,0,0
global,Estland,2020-03-06,25.0136,58.5953,10,0,0
global,Russland,2020-03-06,105.3188,61.524,13,2,0
global,Luxemburg,2020-03-06,6.1296,49.8153,2,0,0
global,Singapur,2020-03-06,103.8198,1.3521,130,78,0
global,Israel,2020-03-06,34.8516,31.0461,37,2,0
global,Großbritannien,2020-03-06,-3.436,55.3781,163,8,2
global,Island,2020-03-06,-19.0208,64.9631,43,0,0
China,Fujian,2020-03-06,117.987371739429,26.0788658351203,296,284,1
China,Guizhou,2020-03-06,106.874783781561,26.8153610246946,146,114,2
China,Henan,2020-03-06,113.613964115943,33.8820061472366,1272,1244,22
global,Irland,2020-03-06,-7.6921,53.1424,18,0,0
Kanada,British Columbia,2020-03-06,-127.6476,53.7267,21,3,0
global,Schweden,2020-03-06,18.6435,60.1282,101,0,0
global,Südkorea,2020-03-06,127.7669,35.9078,6593,135,42
China,Anhui,2020-03-06,117.226363790413,31.8257120511073,990,979,6
global,Polen,2020-03-06,19.1451,51.9194,5,0,0
global,Chile,2020-03-06,-71.543,-35.6751,4,0,0
Deutschland,Repatriierte,2020-03-06,null,null,2,2,0
Deutschland,Thüringen,2020-03-06,11.004142,50.894378,1,0,0
global,Brasilien,2020-03-06,-51.9253,-14.235,13,0,0
China,Jilin,2020-03-06,126.192329763813,43.6661021395126,93,90,1
global,Italien,2020-03-06,12.5674,41.8719,4636,523,197
global,Griechenland,2020-03-06,21.8243,39.0742,45,0,0
Deutschland,Schleswig-Holstein,2020-03-06,9.713017,54.1882542,7,0,0
global,Belgien,2020-03-06,4.4699,50.5039,109,1,0
China,Jiangsu,2020-03-06,119.45501030983,32.9710980851278,631,594,0
China,Hainan,2020-03-06,109.745335576195,19.1958639124575,168,158,6
Deutschland,Sachsen,2020-03-06,13.349228,51.022904,2,0,0
Deutschland,Saarland,2020-03-06,6.961042,49.41788,2,0,0
Deutschland,Rheinland-Pfalz,2020-03-06,7.269307,50.104033,10,0,0
Deutschland,Nordrhein-Westfalen,2020-03-06,7.385313,51.510157,329,0,0
Deutschland,Niedersachsen,2020-03-06,9.944255,52.518203,18,0,0
Kanada,Ontario,2020-03-06,-85.3232,51.2538,25,3,0
global,Liechtenstein,2020-03-06,9.5554,47.166,1,0,0
global,Tschechien,2020-03-06,15.473,49.8175,18,0,0
global,Pakistan,2020-03-06,69.3451,30.3753,6,0,0
Kanada,Alberta,2020-03-06,-116.5765,53.9333,1,0,0
Australien,Victoria,2020-03-06,144.9631,-37.8136,10,7,0
global,Taiwan,2020-03-06,121,23.7,45,12,1
global,Marokko,2020-03-06,-7.0926,31.7917,2,0,0
Australien,Western Australia,2020-03-06,115.8605,-31.9505,3,0,1
global,Ukraine,2020-03-06,31.1656,48.3794,1,0,0
global,Belarus,2020-03-06,27.9534,53.7098,6,0,0
Deutschland,Mecklenburg-Vorpommern,2020-03-06,12.708563,53.810625,5,0,0
USA,Oregon,2020-03-06,-122.070938,44.572021,3,0,0
USA,Kentucky,2020-03-06,-84.670067,37.66814,1,0,0
USA,Florida,2020-03-06,-81.686783,27.766279,3,0,0
USA,Rhode Island,2020-03-06,-71.51178,41.680893,2,0,0
USA,New Hampshire,2020-03-06,-71.563896,43.452492,2,0,0
USA,Nebraska,2020-03-06,-98.268082,41.12537,1,0,0
USA,Washington,2020-03-06,-121.490494,47.400902,78,1,13
USA,Georgia,2020-03-06,-83.643074,33.040619,3,0,0
USA,California,2020-03-06,-119.681564,36.116203,59,2,1
USA,Texas,2020-03-06,-97.563461,31.054487,4,0,0
USA,Massachusetts,2020-03-06,-71.530106,42.230171,6,1,0
USA,Nevada,2020-03-06,-117.055374,38.313515,2,0,0
USA,Maryland,2020-03-06,-76.802101,39.063946,3,0,0
USA,Minnesota,2020-03-06,-93.900192,45.694454,1,0,0
USA,Pennsylvania,2020-03-06,-77.209755,40.590752,2,0,0
USA,Illinois,2020-03-06,-88.986137,40.349457,5,2,0
USA,New Jersey,2020-03-06,-74.521011,40.298904,2,0,0
USA,New York,2020-03-06,-74.948051,42.165726,31,0,0
USA,Colorado,2020-03-06,-105.311104,39.059811,3,0,0
USA,Tennessee,2020-03-06,-86.692345,35.747845,1,0,0
USA,Arizona,2020-03-06,-111.431221,33.729759,2,1,0
USA,Indiana,2020-03-06,-86.258278,39.849426,1,0,0
global,Kolumbien,2020-03-06,-74.2973,4.5709,1,0,0
Deutschland,Hessen,2020-03-06,9.217535,50.758489,16,0,0
China,Shanxi,2020-03-06,112.292191181538,37.5776849568384,133,126,0
Deutschland,Hamburg,2020-03-06,10.007046,53.576158,11,0,0
global,Jordanien,2020-03-06,36.2384,30.5852,1,0,0
Kanada,Quebec,2020-03-06,-73.5491,52.9399,2,0,0
global,Thailand,2020-03-06,100.9925,15.87,48,31,1
global,Dominikanische Republik,2020-03-06,-70.1627,18.7357,2,0,0
Deutschland,Bremen,2020-03-06,8.731851,53.029599,4,0,0
global,Schweiz,2020-03-06,8.2275,46.8182,214,3,1
China,Peking (Beijing),2020-03-06,116.414172956705,40.1823809324133,422,299,8
Deutschland,Brandenburg,2020-03-06,14.124409,52.073056,2,0,0
global,Österreich,2020-03-06,14.5501,47.5162,55,0,0
global,Japan,2020-03-06,138.2529,36.2048,420,46,6
global,Kamerun,2020-03-06,11.5021,3.848,1,0,0
global,Bahrain,2020-03-06,50.5577,26.0667,60,4,0
global,Finnland,2020-03-06,25.7482,61.9241,15,1,0
global,Costa Rica,2020-03-06,-83.7534,9.7489,1,0,0
global,Afghanistan,2020-03-06,67.71,33.9391,1,0,0
China,Shandong,2020-03-06,118.149838795037,36.3426714789712,758,618,6
global,Vietnam,2020-03-06,108.2772,14.0583,16,16,0
Deutschland,Berlin,2020-03-06,13.40732,52.52045,19,0,0
global,Vereinigte Arabische Emirate,2020-03-06,53.8478,23.4241,29,5,0
global,Peru,2020-03-06,-75.0152,-9.19,1,0,0
China,Tibet,2020-03-06,88.0924318966888,31.6927165373017,1,1,0
global,Norwegen,2020-03-06,8.4689,60.472,108,0,0
global,Armenien,2020-03-06,45.0382,40.0691,1,0,0
China,Guangxi,2020-03-06,108.78812722508,23.8298403568635,252,217,2
global,Nigeria,2020-03-06,8.6753,9.082,1,0,0
global,Indonesien,2020-03-06,113.9213,-0.7893,4,0,0
China,Ningxia,2020-03-06,106.165455205247,37.2692274353319,75,71,0
Deutschland,Bayern,2020-03-06,11.658165,48.768814,117,14,0
global,Serbien,2020-03-06,21.0059,44.0165,1,0,0
global,Bhutan,2020-03-06,90.4336,27.5142,1,0,0
Deutschland,Baden-Württemberg,2020-03-06,9.147687,48.606091,96,0,0
global,Sri Lanka,2020-03-06,80.7718,7.8731,1,1,0
global,Libanon,2020-03-06,35.8623,33.8547,22,1,0
China,Gansu,2020-03-06,103.8343,36.0611,119,87,2
China,Shanghai,2020-03-06,121.449111848821,31.2019853691089,342,306,3
global,Ägypten,2020-03-06,30.8025,26.8206,15,1,0
global,Algerien,2020-03-06,1.6596,28.0339,17,0,0
global,Dänemark,2020-03-06,9.5018,56.2639,23,1,0
global,Rumänien,2020-03-06,24.9668,45.9432,9,1,0
China,Hubei (Wuhan),2020-03-06,112.270692167452,30.9756403482891,67592,42033,2931
global,Georgien,2020-03-06,43.3569,42.3154,4,0,0
China,Xinjiang,2020-03-06,85.240102435218,41.1128513419168,76,71,3
global,Aserbaidschan,2020-03-06,47.5769,40.1431,6,0,0
global,Oman,2020-03-06,55.9754,21.4735,16,2,0
global,Neuseeland,2020-03-06,174.886,-40.9006,4,0,0
global,Portugal,2020-03-06,-8.2245,39.3999,13,0,0
China,Heilongjiang,2020-03-06,127.761544149451,47.8619962256745,481,396,13
Australien,New South Wales,2020-03-06,151.2093,-33.8688,26,4,1
Dänemark,Färöer,2020-03-06,-6.9118,61.8926,1,0,0
global,Malaysia,2020-03-06,101.9758,4.2105,83,22,0
China,Qinghai,2020-03-06,95.9955784711286,35.7452031801411,18,18,0
global,Nepal,2020-03-06,84.124,28.3949,1,1,0
global,Nordmazedonien,2020-03-06,21.7453,41.6086,3,0,0
Frankreich,Saint Barthélemy,2020-03-06,-62.8333,17.9,3,0,0
global,Slowakei,2020-03-06,19.699,48.669,1,0,0
China,Guangdong,2020-03-06,113.424401710676,23.3417337092088,1352,1216,7
global,Kroatien,2020-03-06,15.2,45.1,11,0,0
global,Ecuador,2020-03-06,-78.1834,-1.8312,13,0,0
global,Irak,2020-03-06,43.6793,33.2232,40,0,3
global,Iran,2020-03-06,53.688,32.4279,4747,913,124
global,Südafrika,2020-03-06,22.9375,-30.5595,1,0,0
global,Vatikan,2020-03-06,12.4534,41.9029,1,0,0
global,Togo,2020-03-06,0.8248,8.6195,1,0,0
China,Jiangxi,2020-03-06,115.722093542185,27.614008270636,935,909,1
global,Philippinen,2020-03-06,121.774,12.8797,5,1,1
China,Hong Kong,2020-03-06,114.2,22.3,107,46,2
China,Shaanxi,2020-03-06,108.870143735105,35.1916533064219,245,226,1
China,Hunan,2020-03-06,111.708835644484,27.6104072903766,1018,955,4
Großbritannien,Gibraltar,2020-03-06,-5.3536,36.1408,1,0,0
global,Kambodscha,2020-03-06,104.991,12.5657,1,1,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-06,139.6649,35.4498,741,40,6
global,Mexiko,2020-03-06,-102.5528,23.6345,6,1,0
global,Slowenien,2020-03-06,14.9955,46.1512,7,0,0
global,Irland,2020-03-07,-7.6921,53.1424,18,0,0
global,Schweiz,2020-03-07,8.2275,46.8182,268,3,1
China,Shanxi,2020-03-07,112.292191181538,37.5776849568384,133,126,0
global,Dominikanische Republik,2020-03-07,-70.1627,18.7357,2,0,0
China,Peking (Beijing),2020-03-07,116.414172956705,40.1823809324133,426,303,8
global,Österreich,2020-03-07,14.5501,47.5162,79,0,0
global,Kamerun,2020-03-07,11.5021,3.848,1,0,0
global,Finnland,2020-03-07,25.7482,61.9241,15,1,0
global,Costa Rica,2020-03-07,-83.7534,9.7489,1,0,0
global,Peru,2020-03-07,-75.0152,-9.19,1,0,0
global,Armenien,2020-03-07,45.0382,40.0691,1,0,0
global,Indonesien,2020-03-07,113.9213,-0.7893,4,0,0
global,Bhutan,2020-03-07,90.4336,27.5142,1,0,0
global,Serbien,2020-03-07,21.0059,44.0165,1,0,0
China,Tibet,2020-03-07,88.0924318966888,31.6927165373017,1,1,0
global,Sri Lanka,2020-03-07,80.7718,7.8731,1,1,0
China,Gansu,2020-03-07,103.8343,36.0611,120,87,2
China,Shanghai,2020-03-07,121.449111848821,31.2019853691089,342,313,3
global,Dänemark,2020-03-07,9.5018,56.2639,23,1,0
global,Algerien,2020-03-07,1.6596,28.0339,17,0,0
China,Hubei (Wuhan),2020-03-07,112.270692167452,30.9756403482891,67666,43500,2959
global,Aserbaidschan,2020-03-07,47.5769,40.1431,9,0,0
global,Vereinigte Arabische Emirate,2020-03-07,53.8478,23.4241,45,7,0
Dänemark,Färöer,2020-03-07,-6.9118,61.8926,1,0,0
China,Heilongjiang,2020-03-07,127.761544149451,47.8619962256745,481,403,13
global,Portugal,2020-03-07,-8.2245,39.3999,20,0,0
Frankreich,Saint Barthélemy,2020-03-07,-62.8333,17.9,3,0,0
global,Slowakei,2020-03-07,19.699,48.669,1,0,0
global,Ecuador,2020-03-07,-78.1834,-1.8312,13,0,0
global,Südafrika,2020-03-07,22.9375,-30.5595,1,0,0
global,Iran,2020-03-07,53.688,32.4279,5823,1669,145
global,Togo,2020-03-07,0.8248,8.6195,1,0,0
global,Philippinen,2020-03-07,121.774,12.8797,6,1,1
global,Kroatien,2020-03-07,15.2,45.1,12,0,0
China,Hong Kong,2020-03-07,114.2,22.3,108,51,2
global,Malta,2020-03-07,14.3754,35.9375,3,0,0
global,Kambodscha,2020-03-07,104.991,12.5657,1,1,0
global,Slowenien,2020-03-07,14.9955,46.1512,7,0,0
China,Macau,2020-03-07,113.55,22.166667,10,10,0
global,Katar,2020-03-07,51.1839,25.3548,8,0,0
China,Sichuan,2020-03-07,102.710322085654,30.6171383897493,539,454,3
Deutschland,Repatriierte,2020-03-07,null,null,2,2,0
China,Tianjin,2020-03-07,117.322972903268,39.3053612117002,136,128,3
Deutschland,Thüringen,2020-03-07,11.004142,50.894378,2,0,0
Großbritannien,Gibraltar,2020-03-07,-5.3536,36.1408,1,0,0
Deutschland,Schleswig-Holstein,2020-03-07,9.713017,54.1882542,8,0,0
Deutschland,Sachsen,2020-03-07,13.349228,51.022904,4,0,0
China,Hebei,2020-03-07,114.5149,38.0428,318,307,6
Deutschland,Saarland,2020-03-07,6.961042,49.41788,3,0,0
global,Martinique,2020-03-07,-61.0242,14.6415,2,0,0
global,Andorra,2020-03-07,1.5218,42.5063,1,0,0
global,Monaco,2020-03-07,7.4246,43.7384,1,0,0
Deutschland,Rheinland-Pfalz,2020-03-07,7.269307,50.104033,13,0,0
Deutschland,Nordrhein-Westfalen,2020-03-07,7.385313,51.510157,373,0,0
Deutschland,Niedersachsen,2020-03-07,9.944255,52.518203,19,0,0
global,Bosnien und Herzegowina,2020-03-07,17.6791,43.9159,3,0,0
Australien,Queensland,2020-03-07,153.4,-28.0167,13,8,0
Deutschland,Mecklenburg-Vorpommern,2020-03-07,12.708563,53.810625,5,0,0
global,Kuwait,2020-03-07,47.4818,29.3117,61,0,0
Deutschland,Hessen,2020-03-07,9.217535,50.758489,17,0,0
China,Liaoning,2020-03-07,122.60854186375,41.2956478642686,125,107,1
Deutschland,Hamburg,2020-03-07,10.007046,53.576158,13,0,0
Australien,Tasmania,2020-03-07,145.9707,-41.4545,1,0,0
global,Tunesien,2020-03-07,9.5375,33.8869,1,0,0
Deutschland,Bremen,2020-03-07,8.731851,53.029599,4,0,0
Deutschland,Brandenburg,2020-03-07,14.124409,52.073056,2,0,0
global,Indien,2020-03-07,78.9629,20.5937,34,3,0
China,Chongqing,2020-03-07,107.87398583171,30.0571758751839,576,526,6
Deutschland,Berlin,2020-03-07,13.40732,52.52045,28,0,0
global,Lettland,2020-03-07,24.6032,56.8796,1,0,0
global,Luxemburg,2020-03-07,6.1296,49.8153,2,0,0
